"FinancialYear","HBT","HBTQF","Dataset","DatasetQF","LengthOfStay","NumberOfStays"
"2011/12","SB0802"," ","SMR01"," ","29 days - 6 months",0
"2011/12","SB0802"," ","SMR01"," ","> 6 months",0
"2011/12","SB0802"," ","SMR04"," ","< 1 day",0
"2011/12","SB0802"," ","SMR04"," ","1 - 7 days",0
"2011/12","SB0802"," ","SMR04"," ","8 - 28 days",0
"2011/12","SB0802"," ","SMR04"," ","29 days - 6 months",0
"2011/12","SB0802"," ","SMR04"," ","> 6 months",5
"2011/12","SB0802"," ","Total","d","< 1 day",0
"2011/12","SB0802"," ","Total","d","1 - 7 days",0
"2011/12","SB0802"," ","Total","d","8 - 28 days",0
"2011/12","SB0802"," ","Total","d","29 days - 6 months",0
"2011/12","SB0802"," ","Total","d","> 6 months",5
"2011/12","S92000003","d","SMR01"," ","< 1 day",2360
"2011/12","S92000003","d","SMR01"," ","1 - 7 days",6000
"2011/12","S92000003","d","SMR01"," ","8 - 28 days",1850
"2011/12","S92000003","d","SMR01"," ","29 days - 6 months",825
"2011/12","S92000003","d","SMR01"," ","> 6 months",45
"2011/12","S92000003","d","SMR04"," ","< 1 day",370
"2011/12","S92000003","d","SMR04"," ","1 - 7 days",5210
"2011/12","S92000003","d","SMR04"," ","8 - 28 days",6330
"2011/12","S92000003","d","SMR04"," ","29 days - 6 months",5410
"2011/12","S92000003","d","SMR04"," ","> 6 months",1250
"2011/12","S92000003","d","Total","d","< 1 day",2730
"2011/12","S92000003","d","Total","d","1 - 7 days",11210
"2011/12","S92000003","d","Total","d","8 - 28 days",8180
"2011/12","S92000003","d","Total","d","29 days - 6 months",6235
"2011/12","S92000003","d","Total","d","> 6 months",1295
"2012/13","SB0801"," ","SMR01"," ","< 1 day",0
"2012/13","SB0801"," ","SMR01"," ","1 - 7 days",0
"2012/13","SB0801"," ","SMR01"," ","8 - 28 days",0
"2012/13","SB0801"," ","SMR01"," ","29 days - 6 months",0
"2012/13","SB0801"," ","SMR01"," ","> 6 months",0
"2012/13","SB0801"," ","SMR04"," ","< 1 day",0
"2012/13","SB0801"," ","SMR04"," ","1 - 7 days",0
"2012/13","SB0801"," ","SMR04"," ","8 - 28 days",0
"2012/13","SB0801"," ","SMR04"," ","29 days - 6 months",0
"2012/13","SB0801"," ","SMR04"," ","> 6 months",0
"2012/13","SB0801"," ","Total","d","< 1 day",0
"2012/13","SB0801"," ","Total","d","1 - 7 days",0
"2012/13","SB0801"," ","Total","d","8 - 28 days",0
"2012/13","SB0801"," ","Total","d","29 days - 6 months",0
"2012/13","SB0801"," ","Total","d","> 6 months",0
"2012/13","S08000015"," ","SMR01"," ","< 1 day",180
"2012/13","S08000015"," ","SMR01"," ","1 - 7 days",460
"2012/13","S08000015"," ","SMR01"," ","8 - 28 days",125
"2012/13","S08000015"," ","SMR01"," ","29 days - 6 months",35
"2012/13","S08000015"," ","SMR01"," ","> 6 months",0
"2012/13","S08000015"," ","SMR04"," ","< 1 day",20
"2012/13","S08000015"," ","SMR04"," ","1 - 7 days",325
"2012/13","S08000015"," ","SMR04"," ","8 - 28 days",415
"2012/13","S08000015"," ","SMR04"," ","29 days - 6 months",365
"2012/13","S08000015"," ","SMR04"," ","> 6 months",60
"2012/13","S08000015"," ","Total","d","< 1 day",200
"2012/13","S08000015"," ","Total","d","1 - 7 days",785
"2012/13","S08000015"," ","Total","d","8 - 28 days",540
"2012/13","S08000015"," ","Total","d","29 days - 6 months",400
"2012/13","S08000015"," ","Total","d","> 6 months",60
"2012/13","S08000016"," ","SMR01"," ","< 1 day",65
"2012/13","S08000016"," ","SMR01"," ","1 - 7 days",105
"2012/13","S08000016"," ","SMR01"," ","8 - 28 days",55
"2012/13","S08000016"," ","SMR01"," ","29 days - 6 months",15
"2012/13","S08000016"," ","SMR01"," ","> 6 months",0
"2012/13","S08000016"," ","SMR04"," ","< 1 day",15
"2012/13","S08000016"," ","SMR04"," ","1 - 7 days",140
"2012/13","S08000016"," ","SMR04"," ","8 - 28 days",140
"2012/13","S08000016"," ","SMR04"," ","29 days - 6 months",130
"2012/13","S08000016"," ","SMR04"," ","> 6 months",25
"2012/13","S08000016"," ","Total","d","< 1 day",75
"2012/13","S08000016"," ","Total","d","1 - 7 days",245
"2012/13","S08000016"," ","Total","d","8 - 28 days",190
"2012/13","S08000016"," ","Total","d","29 days - 6 months",145
"2012/13","S08000016"," ","Total","d","> 6 months",25
"2012/13","S08000017"," ","SMR01"," ","< 1 day",190
"2012/13","S08000017"," ","SMR01"," ","1 - 7 days",130
"2012/13","S08000017"," ","SMR01"," ","8 - 28 days",50
"2012/13","S08000017"," ","SMR01"," ","29 days - 6 months",25
"2012/13","S08000017"," ","SMR01"," ","> 6 months",0
"2012/13","S08000017"," ","SMR04"," ","< 1 day",20
"2012/13","S08000017"," ","SMR04"," ","1 - 7 days",240
"2012/13","S08000017"," ","SMR04"," ","8 - 28 days",175
"2012/13","S08000017"," ","SMR04"," ","29 days - 6 months",115
"2012/13","S08000017"," ","SMR04"," ","> 6 months",25
"2012/13","S08000017"," ","Total","d","< 1 day",210
"2012/13","S08000017"," ","Total","d","1 - 7 days",370
"2012/13","S08000017"," ","Total","d","8 - 28 days",230
"2012/13","S08000017"," ","Total","d","29 days - 6 months",140
"2012/13","S08000017"," ","Total","d","> 6 months",30
"2012/13","S08000029"," ","SMR01"," ","< 1 day",205
"2012/13","S08000029"," ","SMR01"," ","1 - 7 days",255
"2012/13","S08000029"," ","SMR01"," ","8 - 28 days",145
"2012/13","S08000029"," ","SMR01"," ","29 days - 6 months",65
"2012/13","S08000029"," ","SMR01"," ","> 6 months",0
"2012/13","S08000029"," ","SMR04"," ","< 1 day",20
"2012/13","S08000029"," ","SMR04"," ","1 - 7 days",355
"2012/13","S08000029"," ","SMR04"," ","8 - 28 days",395
"2012/13","S08000029"," ","SMR04"," ","29 days - 6 months",355
"2012/13","S08000029"," ","SMR04"," ","> 6 months",85
"2012/13","S08000029"," ","Total","d","< 1 day",225
"2012/13","S08000029"," ","Total","d","1 - 7 days",610
"2012/13","S08000029"," ","Total","d","8 - 28 days",540
"2012/13","S08000029"," ","Total","d","29 days - 6 months",420
"2012/13","S08000029"," ","Total","d","> 6 months",85
"2012/13","S08000019"," ","SMR01"," ","< 1 day",50
"2012/13","S08000019"," ","SMR01"," ","1 - 7 days",165
"2012/13","S08000019"," ","SMR01"," ","8 - 28 days",65
"2012/13","S08000019"," ","SMR01"," ","29 days - 6 months",25
"2012/13","S08000019"," ","SMR01"," ","> 6 months",0
"2012/13","S08000019"," ","SMR04"," ","< 1 day",35
"2012/13","S08000019"," ","SMR04"," ","1 - 7 days",350
"2012/13","S08000019"," ","SMR04"," ","8 - 28 days",260
"2012/13","S08000019"," ","SMR04"," ","29 days - 6 months",225
"2012/13","S08000019"," ","SMR04"," ","> 6 months",60
"2012/13","S08000019"," ","Total","d","< 1 day",85
"2012/13","S08000019"," ","Total","d","1 - 7 days",515
"2012/13","S08000019"," ","Total","d","8 - 28 days",325
"2012/13","S08000019"," ","Total","d","29 days - 6 months",250
"2012/13","S08000019"," ","Total","d","> 6 months",60
"2012/13","S08000020"," ","SMR01"," ","< 1 day",155
"2012/13","S08000020"," ","SMR01"," ","1 - 7 days",500
"2012/13","S08000020"," ","SMR01"," ","8 - 28 days",150
"2012/13","S08000020"," ","SMR01"," ","29 days - 6 months",65
"2012/13","S08000020"," ","SMR01"," ","> 6 months",0
"2012/13","S08000020"," ","SMR04"," ","< 1 day",25
"2012/13","S08000020"," ","SMR04"," ","1 - 7 days",475
"2012/13","S08000020"," ","SMR04"," ","8 - 28 days",590
"2012/13","S08000020"," ","SMR04"," ","29 days - 6 months",620
"2012/13","S08000020"," ","SMR04"," ","> 6 months",115
"2012/13","S08000020"," ","Total","d","< 1 day",180
"2012/13","S08000020"," ","Total","d","1 - 7 days",975
"2012/13","S08000020"," ","Total","d","8 - 28 days",740
"2012/13","S08000020"," ","Total","d","29 days - 6 months",685
"2012/13","S08000020"," ","Total","d","> 6 months",115
"2012/13","S08000031"," ","SMR01"," ","< 1 day",635
"2012/13","S08000031"," ","SMR01"," ","1 - 7 days",1870
"2012/13","S08000031"," ","SMR01"," ","8 - 28 days",465
"2012/13","S08000031"," ","SMR01"," ","29 days - 6 months",190
"2012/13","S08000031"," ","SMR01"," ","> 6 months",15
"2012/13","S08000031"," ","SMR04"," ","< 1 day",50
"2012/13","S08000031"," ","SMR04"," ","1 - 7 days",940
"2012/13","S08000031"," ","SMR04"," ","8 - 28 days",1655
"2012/13","S08000031"," ","SMR04"," ","29 days - 6 months",1355
"2012/13","S08000031"," ","SMR04"," ","> 6 months",340
"2012/13","S08000031"," ","Total","d","< 1 day",685
"2012/13","S08000031"," ","Total","d","1 - 7 days",2805
"2012/13","S08000031"," ","Total","d","8 - 28 days",2120
"2012/13","S08000031"," ","Total","d","29 days - 6 months",1545
"2012/13","S08000031"," ","Total","d","> 6 months",350
"2012/13","S08000022"," ","SMR01"," ","< 1 day",120
"2012/13","S08000022"," ","SMR01"," ","1 - 7 days",405
"2012/13","S08000022"," ","SMR01"," ","8 - 28 days",110
"2012/13","S08000022"," ","SMR01"," ","29 days - 6 months",55
"2012/13","S08000022"," ","SMR01"," ","> 6 months",0
"2012/13","S08000022"," ","SMR04"," ","< 1 day",15
"2012/13","S08000022"," ","SMR04"," ","1 - 7 days",300
"2012/13","S08000022"," ","SMR04"," ","8 - 28 days",415
"2012/13","S08000022"," ","SMR04"," ","29 days - 6 months",360
"2012/13","S08000022"," ","SMR04"," ","> 6 months",75
"2012/13","S08000022"," ","Total","d","< 1 day",135
"2012/13","S08000022"," ","Total","d","1 - 7 days",710
"2012/13","S08000022"," ","Total","d","8 - 28 days",525
"2012/13","S08000022"," ","Total","d","29 days - 6 months",420
"2012/13","S08000022"," ","Total","d","> 6 months",75
"2012/13","S08000032"," ","SMR01"," ","< 1 day",230
"2012/13","S08000032"," ","SMR01"," ","1 - 7 days",685
"2012/13","S08000032"," ","SMR01"," ","8 - 28 days",205
"2012/13","S08000032"," ","SMR01"," ","29 days - 6 months",70
"2012/13","S08000032"," ","SMR01"," ","> 6 months",5
"2012/13","S08000032"," ","SMR04"," ","< 1 day",60
"2012/13","S08000032"," ","SMR04"," ","1 - 7 days",560
"2012/13","S08000032"," ","SMR04"," ","8 - 28 days",900
"2012/13","S08000032"," ","SMR04"," ","29 days - 6 months",545
"2012/13","S08000032"," ","SMR04"," ","> 6 months",100
"2012/13","S08000032"," ","Total","d","< 1 day",290
"2012/13","S08000032"," ","Total","d","1 - 7 days",1245
"2012/13","S08000032"," ","Total","d","8 - 28 days",1100
"2012/13","S08000032"," ","Total","d","29 days - 6 months",615
"2012/13","S08000032"," ","Total","d","> 6 months",105
"2012/13","S08000024"," ","SMR01"," ","< 1 day",365
"2012/13","S08000024"," ","SMR01"," ","1 - 7 days",785
"2012/13","S08000024"," ","SMR01"," ","8 - 28 days",390
"2012/13","S08000024"," ","SMR01"," ","29 days - 6 months",250
"2012/13","S08000024"," ","SMR01"," ","> 6 months",10
"2012/13","S08000024"," ","SMR04"," ","< 1 day",95
"2012/13","S08000024"," ","SMR04"," ","1 - 7 days",935
"2012/13","S08000024"," ","SMR04"," ","8 - 28 days",940
"2012/13","S08000024"," ","SMR04"," ","29 days - 6 months",705
"2012/13","S08000024"," ","SMR04"," ","> 6 months",185
"2012/13","S08000024"," ","Total","d","< 1 day",460
"2012/13","S08000024"," ","Total","d","1 - 7 days",1720
"2012/13","S08000024"," ","Total","d","8 - 28 days",1330
"2012/13","S08000024"," ","Total","d","29 days - 6 months",955
"2012/13","S08000024"," ","Total","d","> 6 months",195
"2012/13","S08000025"," ","SMR01"," ","< 1 day",20
"2012/13","S08000025"," ","SMR01"," ","1 - 7 days",35
"2012/13","S08000025"," ","SMR01"," ","8 - 28 days",0
"2012/13","S08000025"," ","SMR01"," ","29 days - 6 months",0
"2012/13","S08000025"," ","SMR01"," ","> 6 months",0
"2012/13","S08000025"," ","SMR04"," ","< 1 day",0
"2012/13","S08000025"," ","SMR04"," ","1 - 7 days",0
"2012/13","S08000025"," ","SMR04"," ","8 - 28 days",0
"2012/13","S08000025"," ","SMR04"," ","29 days - 6 months",0
"2012/13","S08000025"," ","SMR04"," ","> 6 months",0
"2012/13","S08000025"," ","Total","d","< 1 day",20
"2012/13","S08000025"," ","Total","d","1 - 7 days",35
"2012/13","S08000025"," ","Total","d","8 - 28 days",0
"2012/13","S08000025"," ","Total","d","29 days - 6 months",0
"2012/13","S08000025"," ","Total","d","> 6 months",0
"2012/13","S08000026"," ","SMR01"," ","< 1 day",20
"2012/13","S08000026"," ","SMR01"," ","1 - 7 days",55
"2012/13","S08000026"," ","SMR01"," ","8 - 28 days",5
"2012/13","S08000026"," ","SMR01"," ","29 days - 6 months",5
"2012/13","S08000026"," ","SMR01"," ","> 6 months",0
"2012/13","S08000026"," ","SMR04"," ","< 1 day",0
"2012/13","S08000026"," ","SMR04"," ","1 - 7 days",0
"2012/13","S08000026"," ","SMR04"," ","8 - 28 days",0
"2012/13","S08000026"," ","SMR04"," ","29 days - 6 months",0
"2012/13","S08000026"," ","SMR04"," ","> 6 months",0
"2012/13","S08000026"," ","Total","d","< 1 day",20
"2012/13","S08000026"," ","Total","d","1 - 7 days",55
"2012/13","S08000026"," ","Total","d","8 - 28 days",5
"2012/13","S08000026"," ","Total","d","29 days - 6 months",5
"2012/13","S08000026"," ","Total","d","> 6 months",0
"2012/13","S08000030"," ","SMR01"," ","< 1 day",95
"2012/13","S08000030"," ","SMR01"," ","1 - 7 days",245
"2012/13","S08000030"," ","SMR01"," ","8 - 28 days",115
"2012/13","S08000030"," ","SMR01"," ","29 days - 6 months",65
"2012/13","S08000030"," ","SMR01"," ","> 6 months",0
"2012/13","S08000030"," ","SMR04"," ","< 1 day",25
"2012/13","S08000030"," ","SMR04"," ","1 - 7 days",445
"2012/13","S08000030"," ","SMR04"," ","8 - 28 days",540
"2012/13","S08000030"," ","SMR04"," ","29 days - 6 months",595
"2012/13","S08000030"," ","SMR04"," ","> 6 months",95
"2012/13","S08000030"," ","Total","d","< 1 day",120
"2012/13","S08000030"," ","Total","d","1 - 7 days",690
"2012/13","S08000030"," ","Total","d","8 - 28 days",660
"2012/13","S08000030"," ","Total","d","29 days - 6 months",660
"2012/13","S08000030"," ","Total","d","> 6 months",95
"2012/13","S08000028"," ","SMR01"," ","< 1 day",20
"2012/13","S08000028"," ","SMR01"," ","1 - 7 days",35
"2012/13","S08000028"," ","SMR01"," ","8 - 28 days",15
"2012/13","S08000028"," ","SMR01"," ","29 days - 6 months",10
"2012/13","S08000028"," ","SMR01"," ","> 6 months",0
"2012/13","S08000028"," ","SMR04"," ","< 1 day",5
"2012/13","S08000028"," ","SMR04"," ","1 - 7 days",10
"2012/13","S08000028"," ","SMR04"," ","8 - 28 days",25
"2012/13","S08000028"," ","SMR04"," ","29 days - 6 months",20
"2012/13","S08000028"," ","SMR04"," ","> 6 months",5
"2012/13","S08000028"," ","Total","d","< 1 day",25
"2012/13","S08000028"," ","Total","d","1 - 7 days",40
"2012/13","S08000028"," ","Total","d","8 - 28 days",40
"2012/13","S08000028"," ","Total","d","29 days - 6 months",25
"2012/13","S08000028"," ","Total","d","> 6 months",5
"2012/13","SB0802"," ","SMR01"," ","< 1 day",0
"2012/13","SB0802"," ","SMR01"," ","1 - 7 days",0
"2012/13","SB0802"," ","SMR01"," ","8 - 28 days",0
"2012/13","SB0802"," ","SMR01"," ","29 days - 6 months",0
"2012/13","SB0802"," ","SMR01"," ","> 6 months",0
"2012/13","SB0802"," ","SMR04"," ","< 1 day",0
"2012/13","SB0802"," ","SMR04"," ","1 - 7 days",0
"2012/13","SB0802"," ","SMR04"," ","8 - 28 days",0
"2012/13","SB0802"," ","SMR04"," ","29 days - 6 months",0
"2012/13","SB0802"," ","SMR04"," ","> 6 months",10
"2012/13","SB0802"," ","Total","d","< 1 day",0
"2012/13","SB0802"," ","Total","d","1 - 7 days",0
"2012/13","SB0802"," ","Total","d","8 - 28 days",0
"2012/13","SB0802"," ","Total","d","29 days - 6 months",0
"2012/13","SB0802"," ","Total","d","> 6 months",10
"2012/13","S92000003","d","SMR01"," ","< 1 day",2355
"2012/13","S92000003","d","SMR01"," ","1 - 7 days",5730
"2012/13","S92000003","d","SMR01"," ","8 - 28 days",1900
"2012/13","S92000003","d","SMR01"," ","29 days - 6 months",875
"2012/13","S92000003","d","SMR01"," ","> 6 months",30
"2012/13","S92000003","d","SMR04"," ","< 1 day",375
"2012/13","S92000003","d","SMR04"," ","1 - 7 days",5070
"2012/13","S92000003","d","SMR04"," ","8 - 28 days",6445
"2012/13","S92000003","d","SMR04"," ","29 days - 6 months",5395
"2012/13","S92000003","d","SMR04"," ","> 6 months",1175
"2012/13","S92000003","d","Total","d","< 1 day",2730
"2012/13","S92000003","d","Total","d","1 - 7 days",10800
"2012/13","S92000003","d","Total","d","8 - 28 days",8350
"2012/13","S92000003","d","Total","d","29 days - 6 months",6275
"2012/13","S92000003","d","Total","d","> 6 months",1210
"2013/14","SB0801"," ","SMR01"," ","< 1 day",0
"2013/14","SB0801"," ","SMR01"," ","1 - 7 days",0
"2013/14","SB0801"," ","SMR01"," ","8 - 28 days",0
"2013/14","SB0801"," ","SMR01"," ","29 days - 6 months",0
"2013/14","SB0801"," ","SMR01"," ","> 6 months",0
"2013/14","SB0801"," ","SMR04"," ","< 1 day",0
"2013/14","SB0801"," ","SMR04"," ","1 - 7 days",0
"2013/14","SB0801"," ","SMR04"," ","8 - 28 days",0
"2013/14","SB0801"," ","SMR04"," ","29 days - 6 months",0
"2013/14","SB0801"," ","SMR04"," ","> 6 months",0
"2013/14","SB0801"," ","Total","d","< 1 day",0
"2013/14","SB0801"," ","Total","d","1 - 7 days",0
"2013/14","SB0801"," ","Total","d","8 - 28 days",0
"2013/14","SB0801"," ","Total","d","29 days - 6 months",0
"2013/14","SB0801"," ","Total","d","> 6 months",0
"2013/14","S08000015"," ","SMR01"," ","< 1 day",145
"2013/14","S08000015"," ","SMR01"," ","1 - 7 days",420
"2013/14","S08000015"," ","SMR01"," ","8 - 28 days",150
"2013/14","S08000015"," ","SMR01"," ","29 days - 6 months",40
"2013/14","S08000015"," ","SMR01"," ","> 6 months",0
"2013/14","S08000015"," ","SMR04"," ","< 1 day",20
"2013/14","S08000015"," ","SMR04"," ","1 - 7 days",285
"2013/14","S08000015"," ","SMR04"," ","8 - 28 days",420
"2013/14","S08000015"," ","SMR04"," ","29 days - 6 months",340
"2013/14","S08000015"," ","SMR04"," ","> 6 months",55
"2013/14","S08000015"," ","Total","d","< 1 day",165
"2013/14","S08000015"," ","Total","d","1 - 7 days",705
"2013/14","S08000015"," ","Total","d","8 - 28 days",570
"2013/14","S08000015"," ","Total","d","29 days - 6 months",380
"2013/14","S08000015"," ","Total","d","> 6 months",55
"2013/14","S08000016"," ","SMR01"," ","< 1 day",65
"2013/14","S08000016"," ","SMR01"," ","1 - 7 days",110
"2013/14","S08000016"," ","SMR01"," ","8 - 28 days",65
"2013/14","S08000016"," ","SMR01"," ","29 days - 6 months",10
"2013/14","S08000016"," ","SMR01"," ","> 6 months",0
"2013/14","S08000016"," ","SMR04"," ","< 1 day",10
"2013/14","S08000016"," ","SMR04"," ","1 - 7 days",135
"2013/14","S08000016"," ","SMR04"," ","8 - 28 days",155
"2013/14","S08000016"," ","SMR04"," ","29 days - 6 months",105
"2013/14","S08000016"," ","SMR04"," ","> 6 months",25
"2013/14","S08000016"," ","Total","d","< 1 day",75
"2013/14","S08000016"," ","Total","d","1 - 7 days",245
"2013/14","S08000016"," ","Total","d","8 - 28 days",215
"2013/14","S08000016"," ","Total","d","29 days - 6 months",115
"2013/14","S08000016"," ","Total","d","> 6 months",25
"2013/14","S08000017"," ","SMR01"," ","< 1 day",300
"2013/14","S08000017"," ","SMR01"," ","1 - 7 days",160
"2013/14","S08000017"," ","SMR01"," ","8 - 28 days",60
"2013/14","S08000017"," ","SMR01"," ","29 days - 6 months",20
"2013/14","S08000017"," ","SMR01"," ","> 6 months",0
"2013/14","S08000017"," ","SMR04"," ","< 1 day",30
"2013/14","S08000017"," ","SMR04"," ","1 - 7 days",235
"2013/14","S08000017"," ","SMR04"," ","8 - 28 days",170
"2013/14","S08000017"," ","SMR04"," ","29 days - 6 months",135
"2013/14","S08000017"," ","SMR04"," ","> 6 months",20
"2013/14","S08000017"," ","Total","d","< 1 day",325
"2013/14","S08000017"," ","Total","d","1 - 7 days",395
"2013/14","S08000017"," ","Total","d","8 - 28 days",230
"2013/14","S08000017"," ","Total","d","29 days - 6 months",160
"2013/14","S08000017"," ","Total","d","> 6 months",20
"2013/14","S08000029"," ","SMR01"," ","< 1 day",260
"2013/14","S08000029"," ","SMR01"," ","1 - 7 days",340
"2013/14","S08000029"," ","SMR01"," ","8 - 28 days",170
"2013/14","S08000029"," ","SMR01"," ","29 days - 6 months",80
"2013/14","S08000029"," ","SMR01"," ","> 6 months",0
"2013/14","S08000029"," ","SMR04"," ","< 1 day",25
"2013/14","S08000029"," ","SMR04"," ","1 - 7 days",350
"2013/14","S08000029"," ","SMR04"," ","8 - 28 days",380
"2013/14","S08000029"," ","SMR04"," ","29 days - 6 months",360
"2013/14","S08000029"," ","SMR04"," ","> 6 months",70
"2013/14","S08000029"," ","Total","d","< 1 day",285
"2013/14","S08000029"," ","Total","d","1 - 7 days",690
"2013/14","S08000029"," ","Total","d","8 - 28 days",550
"2013/14","S08000029"," ","Total","d","29 days - 6 months",440
"2013/14","S08000029"," ","Total","d","> 6 months",75
