"FinancialYear","HBR","HBRQF","AgeGroup","Sex","Dataset","DatasetQF","DischargeCount","DischargeCountQF","DischargeRates","DischargeRatesQF","PatientsCount","PatientCountQF","PatientsRates","PatientRatesQF"
"1998/99","S08000030"," ","0-17 years","Female","SMR01"," ",55," ","131.73"," ",30," ","71.85"," "
"1998/99","S08000030"," ","18-24 years","Male","SMR01"," ",20," ","116.84"," ",20," ","116.84"," "
"1998/99","S08000030"," ","18-24 years","Female","SMR01"," ",25," ","149.25"," ",20," ","119.4"," "
"1998/99","S08000030"," ","25-39 years","Male","SMR01"," ",50," ","123.73"," ",45," ","111.36"," "
"1998/99","S08000030"," ","25-39 years","Female","SMR01"," ",20," ","47.02"," ",20," ","47.02"," "
"1998/99","S08000030"," ","40-64 years","Male","SMR01"," ",115," ","192.7"," ",90," ","150.81"," "
"1998/99","S08000030"," ","40-64 years","Female","SMR01"," ",55," ","87.9"," ",40," ","63.93"," "
"1998/99","S08000030"," ","65plus years","Male","SMR01"," ",105," ","376.71"," ",85," ","304.95"," "
"1998/99","S08000030"," ","65plus years","Female","SMR01"," ",195," ","470.46"," ",155," ","373.95"," "
"1998/99","S08000031"," ","0-17 years","Male","SMR01"," ",80," ","61.25"," ",80," ","61.25"," "
"1998/99","S08000031"," ","0-17 years","Female","SMR01"," ",60," ","48.06"," ",55," ","44.06"," "
"1998/99","S08000031"," ","18-24 years","Male","SMR01"," ",50," ","101.73"," ",50," ","101.73"," "
"1998/99","S08000031"," ","18-24 years","Female","SMR01"," ",25," ","46.98"," ",25," ","46.98"," "
"1998/99","S08000031"," ","25-39 years","Male","SMR01"," ",245," ","188.66"," ",205," ","157.86"," "
"1998/99","S08000031"," ","25-39 years","Female","SMR01"," ",95," ","67.47"," ",75," ","53.27"," "
"1998/99","S08000031"," ","40-64 years","Male","SMR01"," ",655," ","404.13"," ",530," ","327.01"," "
"1998/99","S08000031"," ","40-64 years","Female","SMR01"," ",175," ","101.63"," ",160," ","92.92"," "
"1998/99","S08000031"," ","65plus years","Male","SMR01"," ",470," ","688.14"," ",345," ","505.12"," "
"1998/99","S08000031"," ","65plus years","Female","SMR01"," ",710," ","648.67"," ",545," ","497.93"," "
"1998/99","S08000032"," ","0-17 years","Male","SMR01"," ",40," ","53.31"," ",35," ","46.65"," "
"1998/99","S08000032"," ","0-17 years","Female","SMR01"," ",25," ","35.03"," ",25," ","35.03"," "
"1998/99","S08000032"," ","18-24 years","Male","SMR01"," ",30," ","112.96"," ",30," ","112.96"," "
"1998/99","S08000032"," ","18-24 years","Female","SMR01"," ",10," ","38.04"," ",10," ","38.04"," "
"1998/99","S08000032"," ","25-39 years","Male","SMR01"," ",115," ","164.17"," ",85," ","121.34"," "
"1998/99","S08000032"," ","25-39 years","Female","SMR01"," ",50," ","66.55"," ",40," ","53.24"," "
"1998/99","S08000032"," ","40-64 years","Male","SMR01"," ",200," ","214.6"," ",160," ","171.68"," "
"1998/99","S08000032"," ","40-64 years","Female","SMR01"," ",110," ","110.01"," ",90," ","90"," "
"1998/99","S08000032"," ","65plus years","Male","SMR01"," ",115," ","328.5"," ",90," ","257.08"," "
"1998/99","S08000032"," ","65plus years","Female","SMR01"," ",215," ","406.53"," ",165," ","311.99"," "
"1998/99","RA2702"," ","0-17 years","Male","SMR01"," ",5," ","",":",5," ","",":"
"1998/99","RA2702"," ","0-17 years","Female","SMR01"," ",5," ","",":",5," ","",":"
"1998/99","RA2702"," ","18-24 years","Male","SMR01"," ",0," ","",":",0," ","",":"
"1998/99","RA2702"," ","18-24 years","Female","SMR01"," ",0," ","",":",0," ","",":"
"1998/99","RA2702"," ","25-39 years","Male","SMR01"," ",10," ","",":",10," ","",":"
"1998/99","RA2702"," ","25-39 years","Female","SMR01"," ",5," ","",":",5," ","",":"
"1998/99","RA2702"," ","40-64 years","Male","SMR01"," ",20," ","",":",15," ","",":"
"1998/99","RA2702"," ","40-64 years","Female","SMR01"," ",5," ","",":",5," ","",":"
"1998/99","RA2702"," ","65plus years","Male","SMR01"," ",5," ","",":",5," ","",":"
"1998/99","RA2702"," ","65plus years","Female","SMR01"," ",0," ","",":",0," ","",":"
"1998/99","RA2701"," ","0-17 years","Male","SMR01"," ",0," ","",":",0," ","",":"
"1998/99","RA2701"," ","0-17 years","Female","SMR01"," ",0," ","",":",0," ","",":"
"1998/99","RA2701"," ","18-24 years","Male","SMR01"," ",5," ","",":",5," ","",":"
"1998/99","RA2701"," ","18-24 years","Female","SMR01"," ",5," ","",":",5," ","",":"
"1998/99","RA2701"," ","25-39 years","Male","SMR01"," ",15," ","",":",15," ","",":"
"1998/99","RA2701"," ","25-39 years","Female","SMR01"," ",0," ","",":",0," ","",":"
"1998/99","RA2701"," ","40-64 years","Male","SMR01"," ",25," ","",":",20," ","",":"
"1998/99","RA2701"," ","40-64 years","Female","SMR01"," ",0," ","",":",0," ","",":"
"1998/99","RA2701"," ","65plus years","Male","SMR01"," ",0," ","",":",0," ","",":"
"1998/99","RA2701"," ","65plus years","Female","SMR01"," ",0," ","",":",0," ","",":"
"1998/99","RA2704"," ","0-17 years","Male","SMR01"," ",0," ","",":",0," ","",":"
"1998/99","RA2704"," ","0-17 years","Female","SMR01"," ",0," ","",":",0," ","",":"
"1998/99","RA2704"," ","18-24 years","Male","SMR01"," ",0," ","",":",0," ","",":"
"1998/99","RA2704"," ","18-24 years","Female","SMR01"," ",0," ","",":",0," ","",":"
"1998/99","RA2704"," ","25-39 years","Male","SMR01"," ",0," ","",":",0," ","",":"
"1998/99","RA2704"," ","25-39 years","Female","SMR01"," ",0," ","",":",0," ","",":"
"1998/99","RA2704"," ","40-64 years","Male","SMR01"," ",0," ","",":",0," ","",":"
"1998/99","RA2704"," ","40-64 years","Female","SMR01"," ",0," ","",":",0," ","",":"
"1998/99","RA2704"," ","65plus years","Male","SMR01"," ",0," ","",":",0," ","",":"
"1998/99","RA2704"," ","65plus years","Female","SMR01"," ",0," ","",":",0," ","",":"
"1998/99","RA2703"," ","0-17 years","Male","SMR01"," ",0," ","",":",0," ","",":"
"1998/99","RA2703"," ","0-17 years","Female","SMR01"," ",0," ","",":",0," ","",":"
"1998/99","RA2703"," ","18-24 years","Male","SMR01"," ",0," ","",":",0," ","",":"
"1998/99","RA2703"," ","18-24 years","Female","SMR01"," ",0," ","",":",0," ","",":"
"1998/99","RA2703"," ","25-39 years","Male","SMR01"," ",0," ","",":",0," ","",":"
"1998/99","RA2703"," ","25-39 years","Female","SMR01"," ",0," ","",":",0," ","",":"
"1998/99","RA2703"," ","40-64 years","Male","SMR01"," ",5," ","",":",5," ","",":"
"1998/99","RA2703"," ","40-64 years","Female","SMR01"," ",0," ","",":",0," ","",":"
"1998/99","RA2703"," ","65plus years","Male","SMR01"," ",5," ","",":",5," ","",":"
"1998/99","RA2703"," ","65plus years","Female","SMR01"," ",0," ","",":",0," ","",":"
"1999/00","S08000015"," ","0-17 years","Male","SMR01"," ",60," ","142.69"," ",60," ","142.69"," "
"1999/00","S08000015"," ","0-17 years","Female","SMR01"," ",55," ","135.12"," ",50," ","122.83"," "
"1999/00","S08000015"," ","18-24 years","Male","SMR01"," ",50," ","355.19"," ",45," ","319.67"," "
"1999/00","S08000015"," ","18-24 years","Female","SMR01"," ",35," ","251.13"," ",30," ","215.25"," "
"1999/00","S08000015"," ","25-39 years","Male","SMR01"," ",100," ","266.18"," ",75," ","199.64"," "
"1999/00","S08000015"," ","25-39 years","Female","SMR01"," ",50," ","123.18"," ",40," ","98.55"," "
"1999/00","S08000015"," ","40-64 years","Male","SMR01"," ",180," ","309.25"," ",130," ","223.34"," "
"1999/00","S08000015"," ","40-64 years","Female","SMR01"," ",65," ","105.23"," ",60," ","97.14"," "
"1999/00","S08000015"," ","65plus years","Male","SMR01"," ",95," ","384.8"," ",65," ","263.29"," "
"1999/00","S08000015"," ","65plus years","Female","SMR01"," ",110," ","297.54"," ",85," ","229.92"," "
"1999/00","S08000016"," ","0-17 years","Male","SMR01"," ",25," ","220.24"," ",25," ","220.24"," "
"1999/00","S08000016"," ","0-17 years","Female","SMR01"," ",20," ","180.54"," ",20," ","180.54"," "
"1999/00","S08000016"," ","18-24 years","Male","SMR01"," ",10," ","298.6"," ",10," ","298.6"," "
"1999/00","S08000016"," ","18-24 years","Female","SMR01"," ",5," ","151.1"," ",5," ","151.1"," "
"1999/00","S08000016"," ","25-39 years","Male","SMR01"," ",15," ","140.41"," ",10," ","93.61"," "
"1999/00","S08000016"," ","25-39 years","Female","SMR01"," ",5," ","45.75"," ",5," ","45.75"," "
"1999/00","S08000016"," ","40-64 years","Male","SMR01"," ",35," ","202.65"," ",25," ","144.75"," "
"1999/00","S08000016"," ","40-64 years","Female","SMR01"," ",10," ","55.71"," ",10," ","55.71"," "
"1999/00","S08000016"," ","65plus years","Male","SMR01"," ",50," ","604.45"," ",40," ","483.56"," "
"1999/00","S08000016"," ","65plus years","Female","SMR01"," ",65," ","559.48"," ",55," ","473.4"," "
"1999/00","S08000017"," ","0-17 years","Male","SMR01"," ",15," ","91.32"," ",15," ","91.32"," "
"1999/00","S08000017"," ","0-17 years","Female","SMR01"," ",20," ","127.17"," ",20," ","127.17"," "
"1999/00","S08000017"," ","18-24 years","Male","SMR01"," ",10," ","212.36"," ",10," ","212.36"," "
"1999/00","S08000017"," ","18-24 years","Female","SMR01"," ",5," ","109.43"," ",5," ","109.43"," "
"1999/00","S08000017"," ","25-39 years","Male","SMR01"," ",15," ","102.72"," ",15," ","102.72"," "
"1999/00","S08000017"," ","25-39 years","Female","SMR01"," ",10," ","65.75"," ",10," ","65.75"," "
"1999/00","S08000017"," ","40-64 years","Male","SMR01"," ",45," ","186.4"," ",30," ","124.26"," "
"1999/00","S08000017"," ","40-64 years","Female","SMR01"," ",25," ","99.68"," ",20," ","79.74"," "
"1999/00","S08000017"," ","65plus years","Male","SMR01"," ",30," ","255.73"," ",25," ","213.11"," "
"1999/00","S08000017"," ","65plus years","Female","SMR01"," ",60," ","374.2"," ",50," ","311.84"," "
"1999/00","S08000019"," ","0-17 years","Male","SMR01"," ",20," ","63.02"," ",20," ","63.02"," "
"1999/00","S08000019"," ","0-17 years","Female","SMR01"," ",10," ","32.87"," ",10," ","32.87"," "
"1999/00","S08000019"," ","18-24 years","Male","SMR01"," ",5," ","42.16"," ",5," ","42.16"," "
"1999/00","S08000019"," ","18-24 years","Female","SMR01"," ",5," ","41.03"," ",0," ","0"," "
"1999/00","S08000019"," ","25-39 years","Male","SMR01"," ",35," ","116.76"," ",25," ","83.4"," "
"1999/00","S08000019"," ","25-39 years","Female","SMR01"," ",20," ","63.05"," ",15," ","47.29"," "
"1999/00","S08000019"," ","40-64 years","Male","SMR01"," ",80," ","184.76"," ",70," ","161.67"," "
"1999/00","S08000019"," ","40-64 years","Female","SMR01"," ",25," ","55.43"," ",20," ","44.34"," "
"1999/00","S08000019"," ","65plus years","Male","SMR01"," ",65," ","382.47"," ",40," ","235.36"," "
"1999/00","S08000019"," ","65plus years","Female","SMR01"," ",75," ","300.47"," ",70," ","280.44"," "
"1999/00","S08000020"," ","0-17 years","Male","SMR01"," ",45," ","75.93"," ",45," ","75.93"," "
"1999/00","S08000020"," ","0-17 years","Female","SMR01"," ",50," ","88.68"," ",50," ","88.68"," "
"1999/00","S08000020"," ","18-24 years","Male","SMR01"," ",55," ","217.68"," ",55," ","217.68"," "
"1999/00","S08000020"," ","18-24 years","Female","SMR01"," ",30," ","124.57"," ",25," ","103.81"," "
"1999/00","S08000020"," ","25-39 years","Male","SMR01"," ",65," ","105.61"," ",60," ","97.49"," "
"1999/00","S08000020"," ","25-39 years","Female","SMR01"," ",50," ","83.12"," ",35," ","58.18"," "
"1999/00","S08000020"," ","40-64 years","Male","SMR01"," ",245," ","295.36"," ",170," ","204.95"," "
"1999/00","S08000020"," ","40-64 years","Female","SMR01"," ",100," ","122.33"," ",85," ","103.98"," "
"1999/00","S08000020"," ","65plus years","Male","SMR01"," ",145," ","458.56"," ",120," ","379.49"," "
"1999/00","S08000020"," ","65plus years","Female","SMR01"," ",200," ","437.98"," ",160," ","350.39"," "
"1999/00","S08000022"," ","0-17 years","Male","SMR01"," ",45," ","130.86"," ",45," ","130.86"," "
"1999/00","S08000022"," ","0-17 years","Female","SMR01"," ",45," ","139.36"," ",40," ","123.87"," "
"1999/00","S08000022"," ","18-24 years","Male","SMR01"," ",40," ","354.8"," ",40," ","354.8"," "
"1999/00","S08000022"," ","18-24 years","Female","SMR01"," ",15," ","155.8"," ",15," ","155.8"," "
"1999/00","S08000022"," ","25-39 years","Male","SMR01"," ",115," ","372.26"," ",85," ","275.15"," "
"1999/00","S08000022"," ","25-39 years","Female","SMR01"," ",70," ","223.69"," ",55," ","175.75"," "
"1999/00","S08000022"," ","40-64 years","Male","SMR01"," ",300," ","599.93"," ",210," ","419.95"," "
"1999/00","S08000022"," ","40-64 years","Female","SMR01"," ",120," ","236.66"," ",95," ","187.35"," "
"1999/00","S08000022"," ","65plus years","Male","SMR01"," ",170," ","815.5"," ",125," ","599.64"," "
"1999/00","S08000022"," ","65plus years","Female","SMR01"," ",205," ","694.56"," ",160," ","542.1"," "
"1999/00","S08000024"," ","0-17 years","Male","SMR01"," ",70," ","84.69"," ",70," ","84.69"," "
"1999/00","S08000024"," ","0-17 years","Female","SMR01"," ",30," ","37.66"," ",30," ","37.66"," "
"1999/00","S08000024"," ","18-24 years","Male","SMR01"," ",30," ","79.91"," ",30," ","79.91"," "
"1999/00","S08000024"," ","18-24 years","Female","SMR01"," ",15," ","38.75"," ",15," ","38.75"," "
"1999/00","S08000024"," ","25-39 years","Male","SMR01"," ",80," ","86.64"," ",65," ","70.4"," "
"1999/00","S08000024"," ","25-39 years","Female","SMR01"," ",50," ","51.67"," ",40," ","41.34"," "
"1999/00","S08000024"," ","40-64 years","Male","SMR01"," ",205," ","182.67"," ",150," ","133.66"," "
"1999/00","S08000024"," ","40-64 years","Female","SMR01"," ",135," ","114.55"," ",115," ","97.58"," "
"1999/00","S08000024"," ","65plus years","Male","SMR01"," ",180," ","396.93"," ",140," ","308.72"," "
"1999/00","S08000024"," ","65plus years","Female","SMR01"," ",275," ","400.91"," ",235," ","342.6"," "
"1999/00","S08000025"," ","0-17 years","Male","SMR01"," ",5," ","219.97"," ",5," ","219.97"," "
"1999/00","S08000025"," ","0-17 years","Female","SMR01"," ",5," ","227.58"," ",5," ","227.58"," "
"1999/00","S08000025"," ","18-24 years","Male","SMR01"," ",10," ","1584.79"," ",10," ","1584.79"," "
"1999/00","S08000025"," ","18-24 years","Female","SMR01"," ",0," ","0"," ",0," ","0"," "
"1999/00","S08000025"," ","25-39 years","Male","SMR01"," ",5," ","242.48"," ",5," ","242.48"," "
"1999/00","S08000025"," ","25-39 years","Female","SMR01"," ",5," ","258.13"," ",5," ","258.13"," "
"1999/00","S08000025"," ","40-64 years","Male","SMR01"," ",10," ","302.39"," ",10," ","302.39"," "
"1999/00","S08000025"," ","40-64 years","Female","SMR01"," ",10," ","306"," ",5," ","153"," "
"1999/00","S08000025"," ","65plus years","Male","SMR01"," ",10," ","742.94"," ",5," ","371.47"," "
"1999/00","S08000025"," ","65plus years","Female","SMR01"," ",5," ","272.48"," ",5," ","272.48"," "
"1999/00","S08000026"," ","0-17 years","Male","SMR01"," ",10," ","348.07"," ",5," ","174.03"," "
"1999/00","S08000026"," ","0-17 years","Female","SMR01"," ",5," ","183.42"," ",5," ","183.42"," "
"1999/00","S08000026"," ","18-24 years","Male","SMR01"," ",5," ","525.21"," ",5," ","525.21"," "
"1999/00","S08000026"," ","18-24 years","Female","SMR01"," ",0," ","0"," ",0," ","0"," "
"1999/00","S08000026"," ","25-39 years","Male","SMR01"," ",20," ","784.31"," ",15," ","588.24"," "
"1999/00","S08000026"," ","25-39 years","Female","SMR01"," ",5," ","205.68"," ",5," ","205.68"," "
"1999/00","S08000026"," ","40-64 years","Male","SMR01"," ",10," ","266.17"," ",10," ","266.17"," "
"1999/00","S08000026"," ","40-64 years","Female","SMR01"," ",15," ","440.01"," ",10," ","293.34"," "
"1999/00","S08000026"," ","65plus years","Male","SMR01"," ",5," ","413.22"," ",5," ","413.22"," "
"1999/00","S08000026"," ","65plus years","Female","SMR01"," ",15," ","829.65"," ",10," ","553.1"," "
"1999/00","S08000028"," ","0-17 years","Male","SMR01"," ",5," ","166.56"," ",0," ","0"," "
"1999/00","S08000028"," ","0-17 years","Female","SMR01"," ",5," ","168.35"," ",5," ","168.35"," "
"1999/00","S08000028"," ","18-24 years","Male","SMR01"," ",5," ","492.61"," ",5," ","492.61"," "
"1999/00","S08000028"," ","18-24 years","Female","SMR01"," ",0," ","0"," ",0," ","0"," "
"1999/00","S08000028"," ","25-39 years","Male","SMR01"," ",30," ","1111.52"," ",15," ","555.76"," "
"1999/00","S08000028"," ","25-39 years","Female","SMR01"," ",10," ","391.39"," ",10," ","391.39"," "
"1999/00","S08000028"," ","40-64 years","Male","SMR01"," ",65," ","1407.84"," ",40," ","866.36"," "
"1999/00","S08000028"," ","40-64 years","Female","SMR01"," ",10," ","232.13"," ",10," ","232.13"," "
"1999/00","S08000028"," ","65plus years","Male","SMR01"," ",15," ","714.63"," ",15," ","714.63"," "
"1999/00","S08000028"," ","65plus years","Female","SMR01"," ",15," ","480.62"," ",10," ","320.41"," "
"1999/00","S08000029"," ","0-17 years","Male","SMR01"," ",30," ","75.5"," ",30," ","75.5"," "
"1999/00","S08000029"," ","0-17 years","Female","SMR01"," ",25," ","65.33"," ",25," ","65.33"," "
"1999/00","S08000029"," ","18-24 years","Male","SMR01"," ",30," ","204.51"," ",30," ","204.51"," "
"1999/00","S08000029"," ","18-24 years","Female","SMR01"," ",10," ","67.81"," ",10," ","67.81"," "
"1999/00","S08000029"," ","25-39 years","Male","SMR01"," ",40," ","110.06"," ",30," ","82.54"," "
"1999/00","S08000029"," ","25-39 years","Female","SMR01"," ",5," ","13.14"," ",5," ","13.14"," "
"1999/00","S08000029"," ","40-64 years","Male","SMR01"," ",80," ","149.97"," ",55," ","103.1"," "
"1999/00","S08000029"," ","40-64 years","Female","SMR01"," ",30," ","53.52"," ",25," ","44.6"," "
"1999/00","S08000029"," ","65plus years","Male","SMR01"," ",70," ","311.37"," ",55," ","244.65"," "
"1999/00","S08000029"," ","65plus years","Female","SMR01"," ",85," ","254.86"," ",70," ","209.88"," "
"1999/00","S08000030"," ","0-17 years","Male","SMR01"," ",45," ","104.31"," ",45," ","104.31"," "
"1999/00","S08000030"," ","0-17 years","Female","SMR01"," ",35," ","85.09"," ",35," ","85.09"," "
"1999/00","S08000030"," ","18-24 years","Male","SMR01"," ",30," ","173.49"," ",25," ","144.58"," "
"1999/00","S08000030"," ","18-24 years","Female","SMR01"," ",15," ","89.89"," ",15," ","89.89"," "
"1999/00","S08000030"," ","25-39 years","Male","SMR01"," ",50," ","126.52"," ",45," ","113.87"," "
"1999/00","S08000030"," ","25-39 years","Female","SMR01"," ",25," ","59.7"," ",20," ","47.76"," "
"1999/00","S08000030"," ","40-64 years","Male","SMR01"," ",95," ","157.4"," ",85," ","140.83"," "
"1999/00","S08000030"," ","40-64 years","Female","SMR01"," ",40," ","63.25"," ",35," ","55.35"," "
"1999/00","S08000030"," ","65plus years","Male","SMR01"," ",110," ","391.5"," ",95," ","338.11"," "
"1999/00","S08000030"," ","65plus years","Female","SMR01"," ",155," ","374.43"," ",130," ","314.04"," "
"1999/00","S08000031"," ","0-17 years","Male","SMR01"," ",80," ","62.07"," ",80," ","62.07"," "
"1999/00","S08000031"," ","0-17 years","Female","SMR01"," ",60," ","48.72"," ",60," ","48.72"," "
"1999/00","S08000031"," ","18-24 years","Male","SMR01"," ",70," ","140.31"," ",70," ","140.31"," "
"1999/00","S08000031"," ","18-24 years","Female","SMR01"," ",25," ","46.4"," ",25," ","46.4"," "
"1999/00","S08000031"," ","25-39 years","Male","SMR01"," ",250," ","198.38"," ",200," ","158.71"," "
"1999/00","S08000031"," ","25-39 years","Female","SMR01"," ",85," ","61.47"," ",75," ","54.24"," "
"1999/00","S08000031"," ","40-64 years","Male","SMR01"," ",730," ","445.83"," ",570," ","348.11"," "
"1999/00","S08000031"," ","40-64 years","Female","SMR01"," ",225," ","129.6"," ",210," ","120.96"," "
"1999/00","S08000031"," ","65plus years","Male","SMR01"," ",440," ","645.36"," ",335," ","491.35"," "
"1999/00","S08000031"," ","65plus years","Female","SMR01"," ",630," ","579.94"," ",480," ","441.86"," "
